"state"	"year"	"num_electoral_votes"
"775"	"florida"	"1848"	3
"776"	"georgia"	"1848"	10
"777"	"hawaii"	"1848"	NA
"778"	"idaho"	"1848"	NA
"779"	"illinois"	"1848"	9
"780"	"indiana"	"1848"	12
"781"	"iowa"	"1848"	4
"782"	"kansas"	"1848"	NA
"783"	"kentucky"	"1848"	12
"784"	"louisiana"	"1848"	6
"785"	"maine"	"1848"	9
"786"	"maryland"	"1848"	8
"787"	"massachusetts"	"1848"	12
"788"	"michigan"	"1848"	5
"789"	"minnesota"	"1848"	NA
"790"	"mississippi"	"1848"	6
"791"	"missouri"	"1848"	7
"792"	"montana"	"1848"	NA
"793"	"nebraska"	"1848"	NA
"794"	"nevada"	"1848"	NA
"795"	"new hampshire"	"1848"	6
"796"	"new jersey"	"1848"	7
"797"	"new mexico"	"1848"	NA
"798"	"new york"	"1848"	36
"799"	"north carolina"	"1848"	11
"800"	"north dakota"	"1848"	NA
"801"	"ohio"	"1848"	23
"802"	"oklahoma"	"1848"	NA
"803"	"oregon"	"1848"	NA
"804"	"pennsylvania"	"1848"	26
"805"	"rhode island"	"1848"	4
"806"	"south carolina"	"1848"	9
"807"	"south dakota"	"1848"	NA
"808"	"tennessee"	"1848"	13
"809"	"texas"	"1848"	4
"810"	"utah"	"1848"	NA
"811"	"vermont"	"1848"	6
"812"	"virginia"	"1848"	17
"813"	"washington"	"1848"	NA
"814"	"west virginia"	"1848"	NA
"815"	"wisconsin"	"1848"	4
"816"	"wyoming"	"1848"	NA
"817"	"alabama"	"1852"	9
"818"	"alaska"	"1852"	NA
"819"	"arizona"	"1852"	NA
"820"	"arkansas"	"1852"	4
"821"	"california"	"1852"	4
"822"	"colorado"	"1852"	NA
"823"	"connecticut"	"1852"	6
"824"	"district of columbia"	"1852"	NA
"825"	"delaware"	"1852"	3
"826"	"florida"	"1852"	3
"827"	"georgia"	"1852"	10
"828"	"hawaii"	"1852"	NA
"829"	"idaho"	"1852"	NA
"830"	"illinois"	"1852"	11
"831"	"indiana"	"1852"	13
"832"	"iowa"	"1852"	4
"833"	"kansas"	"1852"	NA
"834"	"kentucky"	"1852"	12
"835"	"louisiana"	"1852"	6
"836"	"maine"	"1852"	8
"837"	"maryland"	"1852"	8
"838"	"massachusetts"	"1852"	13
"839"	"michigan"	"1852"	6
"840"	"minnesota"	"1852"	NA
"841"	"mississippi"	"1852"	7
"842"	"missouri"	"1852"	9
"843"	"montana"	"1852"	NA
"844"	"nebraska"	"1852"	NA
"845"	"nevada"	"1852"	NA
"846"	"new hampshire"	"1852"	5
"847"	"new jersey"	"1852"	7
"848"	"new mexico"	"1852"	NA
"849"	"new york"	"1852"	35
"850"	"north carolina"	"1852"	10
"851"	"north dakota"	"1852"	NA
"852"	"ohio"	"1852"	23
"853"	"oklahoma"	"1852"	NA
"854"	"oregon"	"1852"	NA
"855"	"pennsylvania"	"1852"	27
"856"	"rhode island"	"1852"	4
"857"	"south carolina"	"1852"	8
"858"	"south dakota"	"1852"	NA
"859"	"tennessee"	"1852"	12
"860"	"texas"	"1852"	4
"861"	"utah"	"1852"	NA
"862"	"vermont"	"1852"	5
"863"	"virginia"	"1852"	15
"864"	"washington"	"1852"	NA
"865"	"west virginia"	"1852"	NA
"866"	"wisconsin"	"1852"	5
"867"	"wyoming"	"1852"	NA
"868"	"alabama"	"1856"	9
"869"	"alaska"	"1856"	NA
"870"	"arizona"	"1856"	NA
"871"	"arkansas"	"1856"	4
"872"	"california"	"1856"	4
"873"	"colorado"	"1856"	NA
"874"	"connecticut"	"1856"	6
"875"	"district of columbia"	"1856"	NA
"876"	"delaware"	"1856"	3
"877"	"florida"	"1856"	3
"878"	"georgia"	"1856"	10
"879"	"hawaii"	"1856"	NA
"880"	"idaho"	"1856"	NA
"881"	"illinois"	"1856"	11
"882"	"indiana"	"1856"	13
"883"	"iowa"	"1856"	4
"884"	"kansas"	"1856"	NA
"885"	"kentucky"	"1856"	12
"886"	"louisiana"	"1856"	6
"887"	"maine"	"1856"	8
"888"	"maryland"	"1856"	8
"889"	"massachusetts"	"1856"	13
"890"	"michigan"	"1856"	6
"891"	"minnesota"	"1856"	NA
"892"	"mississippi"	"1856"	7
"893"	"missouri"	"1856"	9
"894"	"montana"	"1856"	NA
"895"	"nebraska"	"1856"	NA
"896"	"nevada"	"1856"	NA
"897"	"new hampshire"	"1856"	5
"898"	"new jersey"	"1856"	7
"899"	"new mexico"	"1856"	NA
"900"	"new york"	"1856"	35
"901"	"north carolina"	"1856"	10
"902"	"north dakota"	"1856"	NA
"903"	"ohio"	"1856"	23
"904"	"oklahoma"	"1856"	NA
"905"	"oregon"	"1856"	NA
"906"	"pennsylvania"	"1856"	27
"907"	"rhode island"	"1856"	4
"908"	"south carolina"	"1856"	8
"909"	"south dakota"	"1856"	NA
"910"	"tennessee"	"1856"	12
"911"	"texas"	"1856"	4
"912"	"utah"	"1856"	NA
"913"	"vermont"	"1856"	5
"914"	"virginia"	"1856"	15
"915"	"washington"	"1856"	NA
"916"	"west virginia"	"1856"	NA
"917"	"wisconsin"	"1856"	5
"918"	"wyoming"	"1856"	NA
"919"	"alabama"	"1860"	9
"920"	"alaska"	"1860"	NA
"921"	"arizona"	"1860"	NA
"922"	"arkansas"	"1860"	4
"923"	"california"	"1860"	4
"924"	"colorado"	"1860"	NA
"925"	"connecticut"	"1860"	6
"926"	"district of columbia"	"1860"	NA
"927"	"delaware"	"1860"	3
"928"	"florida"	"1860"	3
"929"	"georgia"	"1860"	10
"930"	"hawaii"	"1860"	NA
"931"	"idaho"	"1860"	NA
"932"	"illinois"	"1860"	11
"933"	"indiana"	"1860"	13
"934"	"iowa"	"1860"	4
"935"	"kansas"	"1860"	NA
"936"	"kentucky"	"1860"	12
"937"	"louisiana"	"1860"	6
"938"	"maine"	"1860"	8
"939"	"maryland"	"1860"	8
"940"	"massachusetts"	"1860"	13
"941"	"michigan"	"1860"	6
"942"	"minnesota"	"1860"	4
"943"	"mississippi"	"1860"	7
"944"	"missouri"	"1860"	9
"945"	"montana"	"1860"	NA
"946"	"nebraska"	"1860"	NA
"947"	"nevada"	"1860"	NA
"948"	"new hampshire"	"1860"	5
"949"	"new jersey"	"1860"	7
"950"	"new mexico"	"1860"	NA
"951"	"new york"	"1860"	35
"952"	"north carolina"	"1860"	10
"953"	"north dakota"	"1860"	NA
"954"	"ohio"	"1860"	23
"955"	"oklahoma"	"1860"	NA
"956"	"oregon"	"1860"	3
"957"	"pennsylvania"	"1860"	27
"958"	"rhode island"	"1860"	4
"959"	"south carolina"	"1860"	8
"960"	"south dakota"	"1860"	NA
"961"	"tennessee"	"1860"	12
"962"	"texas"	"1860"	4
"963"	"utah"	"1860"	NA
"964"	"vermont"	"1860"	5
"965"	"virginia"	"1860"	15
"966"	"washington"	"1860"	NA
"967"	"west virginia"	"1860"	NA
"968"	"wisconsin"	"1860"	5
"969"	"wyoming"	"1860"	NA
"970"	"alabama"	"1864"	0
"971"	"alaska"	"1864"	NA
"972"	"arizona"	"1864"	NA
"973"	"arkansas"	"1864"	0
"974"	"california"	"1864"	5
"975"	"colorado"	"1864"	NA
"976"	"connecticut"	"1864"	6
"977"	"district of columbia"	"1864"	NA
"978"	"delaware"	"1864"	3
"979"	"florida"	"1864"	0
"980"	"georgia"	"1864"	0
"981"	"hawaii"	"1864"	NA
"982"	"idaho"	"1864"	NA
"983"	"illinois"	"1864"	16
"984"	"indiana"	"1864"	13
"985"	"iowa"	"1864"	8
"986"	"kansas"	"1864"	3
"987"	"kentucky"	"1864"	11
"988"	"louisiana"	"1864"	0
"989"	"maine"	"1864"	7
"990"	"maryland"	"1864"	7
"991"	"massachusetts"	"1864"	12
"992"	"michigan"	"1864"	8
"993"	"minnesota"	"1864"	4
"994"	"mississippi"	"1864"	0
"995"	"missouri"	"1864"	11
"996"	"montana"	"1864"	NA
"997"	"nebraska"	"1864"	NA
"998"	"nevada"	"1864"	3
"999"	"new hampshire"	"1864"	5
"1000"	"new jersey"	"1864"	7
"1001"	"new mexico"	"1864"	NA
"1002"	"new york"	"1864"	33
"1003"	"north carolina"	"1864"	0
"1004"	"north dakota"	"1864"	NA
"1005"	"ohio"	"1864"	21
"1006"	"oklahoma"	"1864"	NA
"1007"	"oregon"	"1864"	3
"1008"	"pennsylvania"	"1864"	26
"1009"	"rhode island"	"1864"	4
"1010"	"south carolina"	"1864"	0
"1011"	"south dakota"	"1864"	NA
"1012"	"tennessee"	"1864"	0
"1013"	"texas"	"1864"	0
"1014"	"utah"	"1864"	NA
"1015"	"vermont"	"1864"	5
"1016"	"virginia"	"1864"	0
"1017"	"washington"	"1864"	NA
"1018"	"west virginia"	"1864"	5
"1019"	"wisconsin"	"1864"	8
"1020"	"wyoming"	"1864"	NA
"1021"	"alabama"	"1868"	8
"1022"	"alaska"	"1868"	NA
"1023"	"arizona"	"1868"	NA
"1024"	"arkansas"	"1868"	5
"1025"	"california"	"1868"	5
"1026"	"colorado"	"1868"	NA
"1027"	"connecticut"	"1868"	6
"1028"	"district of columbia"	"1868"	NA
"1029"	"delaware"	"1868"	3
"1030"	"florida"	"1868"	3
"1031"	"georgia"	"1868"	9
"1032"	"hawaii"	"1868"	NA
"1033"	"idaho"	"1868"	NA
"1034"	"illinois"	"1868"	16
"1035"	"indiana"	"1868"	13
"1036"	"iowa"	"1868"	8
"1037"	"kansas"	"1868"	3
"1038"	"kentucky"	"1868"	11
"1039"	"louisiana"	"1868"	7
"1040"	"maine"	"1868"	7
"1041"	"maryland"	"1868"	7
"1042"	"massachusetts"	"1868"	12
"1043"	"michigan"	"1868"	8
"1044"	"minnesota"	"1868"	4
"1045"	"mississippi"	"1868"	0
"1046"	"missouri"	"1868"	11
"1047"	"montana"	"1868"	NA
"1048"	"nebraska"	"1868"	3
"1049"	"nevada"	"1868"	3
"1050"	"new hampshire"	"1868"	5
"1051"	"new jersey"	"1868"	7
"1052"	"new mexico"	"1868"	NA
"1053"	"new york"	"1868"	33
"1054"	"north carolina"	"1868"	9
"1055"	"north dakota"	"1868"	NA
"1056"	"ohio"	"1868"	21
"1057"	"oklahoma"	"1868"	NA
"1058"	"oregon"	"1868"	3
"1059"	"pennsylvania"	"1868"	26
"1060"	"rhode island"	"1868"	4
"1061"	"south carolina"	"1868"	6
"1062"	"south dakota"	"1868"	NA
"1063"	"tennessee"	"1868"	10
"1064"	"texas"	"1868"	0
"1065"	"utah"	"1868"	NA
"1066"	"vermont"	"1868"	5
"1067"	"virginia"	"1868"	0
"1068"	"washington"	"1868"	NA
"1069"	"west virginia"	"1868"	5
"1070"	"wisconsin"	"1868"	8
"1071"	"wyoming"	"1868"	NA
"1072"	"alabama"	"1872"	10
"1073"	"alaska"	"1872"	NA
"1074"	"arizona"	"1872"	NA
"1075"	"arkansas"	"1872"	6
"1076"	"california"	"1872"	6
"1077"	"colorado"	"1872"	NA
"1078"	"connecticut"	"1872"	6
"1079"	"district of columbia"	"1872"	NA
"1080"	"delaware"	"1872"	3
"1081"	"florida"	"1872"	4
"1082"	"georgia"	"1872"	11
"1083"	"hawaii"	"1872"	NA
"1084"	"idaho"	"1872"	NA
"1085"	"illinois"	"1872"	21
"1086"	"indiana"	"1872"	15
"1087"	"iowa"	"1872"	11
"1088"	"kansas"	"1872"	5
"1089"	"kentucky"	"1872"	12
"1090"	"louisiana"	"1872"	8
"1091"	"maine"	"1872"	7
"1092"	"maryland"	"1872"	8
"1093"	"massachusetts"	"1872"	13
"1094"	"michigan"	"1872"	11
"1095"	"minnesota"	"1872"	5
"1096"	"mississippi"	"1872"	8
"1097"	"missouri"	"1872"	15
"1098"	"montana"	"1872"	NA
"1099"	"nebraska"	"1872"	3
"1100"	"nevada"	"1872"	3
"1101"	"new hampshire"	"1872"	5
"1102"	"new jersey"	"1872"	9
"1103"	"new mexico"	"1872"	NA
"1104"	"new york"	"1872"	35
"1105"	"north carolina"	"1872"	10
"1106"	"north dakota"	"1872"	NA
"1107"	"ohio"	"1872"	22
"1108"	"oklahoma"	"1872"	NA
"1109"	"oregon"	"1872"	3
"1110"	"pennsylvania"	"1872"	29
"1111"	"rhode island"	"1872"	4
"1112"	"south carolina"	"1872"	7
"1113"	"south dakota"	"1872"	NA
"1114"	"tennessee"	"1872"	12
"1115"	"texas"	"1872"	8
"1116"	"utah"	"1872"	NA
"1117"	"vermont"	"1872"	5
"1118"	"virginia"	"1872"	11
"1119"	"washington"	"1872"	NA
"1120"	"west virginia"	"1872"	5
"1121"	"wisconsin"	"1872"	10
"1122"	"wyoming"	"1872"	NA
"1123"	"alabama"	"1876"	10
"1124"	"alaska"	"1876"	NA
"1125"	"arizona"	"1876"	NA
"1126"	"arkansas"	"1876"	6
"1127"	"california"	"1876"	6
"1128"	"colorado"	"1876"	3
"1129"	"connecticut"	"1876"	6
"1130"	"district of columbia"	"1876"	NA
"1131"	"delaware"	"1876"	3
"1132"	"florida"	"1876"	4
"1133"	"georgia"	"1876"	11
"1134"	"hawaii"	"1876"	NA
"1135"	"idaho"	"1876"	NA
"1136"	"illinois"	"1876"	21
"1137"	"indiana"	"1876"	15
"1138"	"iowa"	"1876"	11
"1139"	"kansas"	"1876"	5
"1140"	"kentucky"	"1876"	12
"1141"	"louisiana"	"1876"	8
"1142"	"maine"	"1876"	7
"1143"	"maryland"	"1876"	8
"1144"	"massachusetts"	"1876"	13
"1145"	"michigan"	"1876"	11
"1146"	"minnesota"	"1876"	5
"1147"	"mississippi"	"1876"	8
"1148"	"missouri"	"1876"	15
"1149"	"montana"	"1876"	NA
"1150"	"nebraska"	"1876"	3
"1151"	"nevada"	"1876"	3
"1152"	"new hampshire"	"1876"	5
"1153"	"new jersey"	"1876"	9
"1154"	"new mexico"	"1876"	NA
"1155"	"new york"	"1876"	35
"1156"	"north carolina"	"1876"	10
"1157"	"north dakota"	"1876"	NA
"1158"	"ohio"	"1876"	22
"1159"	"oklahoma"	"1876"	NA
"1160"	"oregon"	"1876"	3
"1161"	"pennsylvania"	"1876"	29
"1162"	"rhode island"	"1876"	4
"1163"	"south carolina"	"1876"	7
"1164"	"south dakota"	"1876"	NA
"1165"	"tennessee"	"1876"	12
"1166"	"texas"	"1876"	8
"1167"	"utah"	"1876"	NA
"1168"	"vermont"	"1876"	5
"1169"	"virginia"	"1876"	11
"1170"	"washington"	"1876"	NA
"1171"	"west virginia"	"1876"	5
"1172"	"wisconsin"	"1876"	10
"1173"	"wyoming"	"1876"	NA
"1174"	"alabama"	"1880"	10
"1175"	"alaska"	"1880"	NA
"1176"	"arizona"	"1880"	NA
"1177"	"arkansas"	"1880"	6
"1178"	"california"	"1880"	6
"1179"	"colorado"	"1880"	3
"1180"	"connecticut"	"1880"	6
"1181"	"district of columbia"	"1880"	NA
"1182"	"delaware"	"1880"	3
"1183"	"florida"	"1880"	4
"1184"	"georgia"	"1880"	11
"1185"	"hawaii"	"1880"	NA
"1186"	"idaho"	"1880"	NA
"1187"	"illinois"	"1880"	21
"1188"	"indiana"	"1880"	15
"1189"	"iowa"	"1880"	11
"1190"	"kansas"	"1880"	5
"1191"	"kentucky"	"1880"	12
"1192"	"louisiana"	"1880"	8
"1193"	"maine"	"1880"	7
"1194"	"maryland"	"1880"	8
"1195"	"massachusetts"	"1880"	13
"1196"	"michigan"	"1880"	11
"1197"	"minnesota"	"1880"	5
"1198"	"mississippi"	"1880"	8
"1199"	"missouri"	"1880"	15
"1200"	"montana"	"1880"	NA
"1201"	"nebraska"	"1880"	3
"1202"	"nevada"	"1880"	3
"1203"	"new hampshire"	"1880"	5
"1204"	"new jersey"	"1880"	9
"1205"	"new mexico"	"1880"	NA
"1206"	"new york"	"1880"	35
"1207"	"north carolina"	"1880"	10
"1208"	"north dakota"	"1880"	NA
"1209"	"ohio"	"1880"	22
"1210"	"oklahoma"	"1880"	NA
"1211"	"oregon"	"1880"	3
"1212"	"pennsylvania"	"1880"	29
"1213"	"rhode island"	"1880"	4
"1214"	"south carolina"	"1880"	7
"1215"	"south dakota"	"1880"	NA
"1216"	"tennessee"	"1880"	12
"1217"	"texas"	"1880"	8
"1218"	"utah"	"1880"	NA
"1219"	"vermont"	"1880"	5
"1220"	"virginia"	"1880"	11
"1221"	"washington"	"1880"	NA
"1222"	"west virginia"	"1880"	5
"1223"	"wisconsin"	"1880"	10
"1224"	"wyoming"	"1880"	NA
"1225"	"alabama"	"1884"	10
"1226"	"alaska"	"1884"	NA
"1227"	"arizona"	"1884"	NA
"1228"	"arkansas"	"1884"	7
"1229"	"california"	"1884"	8
"1230"	"colorado"	"1884"	3
"1231"	"connecticut"	"1884"	6
"1232"	"district of columbia"	"1884"	NA
"1233"	"delaware"	"1884"	3
"1234"	"florida"	"1884"	4
"1235"	"georgia"	"1884"	12
"1236"	"hawaii"	"1884"	NA
"1237"	"idaho"	"1884"	NA
"1238"	"illinois"	"1884"	22
"1239"	"indiana"	"1884"	15
"1240"	"iowa"	"1884"	13
"1241"	"kansas"	"1884"	9
"1242"	"kentucky"	"1884"	13
"1243"	"louisiana"	"1884"	8
"1244"	"maine"	"1884"	6
"1245"	"maryland"	"1884"	8
"1246"	"massachusetts"	"1884"	14
"1247"	"michigan"	"1884"	13
"1248"	"minnesota"	"1884"	7
"1249"	"mississippi"	"1884"	9
"1250"	"missouri"	"1884"	16
"1251"	"montana"	"1884"	NA
"1252"	"nebraska"	"1884"	5
"1253"	"nevada"	"1884"	3
"1254"	"new hampshire"	"1884"	4
"1255"	"new jersey"	"1884"	9
"1256"	"new mexico"	"1884"	NA
"1257"	"new york"	"1884"	36
"1258"	"north carolina"	"1884"	11
"1259"	"north dakota"	"1884"	NA
"1260"	"ohio"	"1884"	23
"1261"	"oklahoma"	"1884"	NA
"1262"	"oregon"	"1884"	3
"1263"	"pennsylvania"	"1884"	30
"1264"	"rhode island"	"1884"	4
"1265"	"south carolina"	"1884"	9
"1266"	"south dakota"	"1884"	NA
"1267"	"tennessee"	"1884"	12
"1268"	"texas"	"1884"	13
"1269"	"utah"	"1884"	NA
"1270"	"vermont"	"1884"	4
"1271"	"virginia"	"1884"	12
"1272"	"washington"	"1884"	NA
"1273"	"west virginia"	"1884"	6
"1274"	"wisconsin"	"1884"	11
"1275"	"wyoming"	"1884"	NA
"1276"	"alabama"	"1888"	10
"1277"	"alaska"	"1888"	NA
"1278"	"arizona"	"1888"	NA
"1279"	"arkansas"	"1888"	7
"1280"	"california"	"1888"	8
"1281"	"colorado"	"1888"	3
"1282"	"connecticut"	"1888"	6
"1283"	"district of columbia"	"1888"	NA
"1284"	"delaware"	"1888"	3
"1285"	"florida"	"1888"	4
"1286"	"georgia"	"1888"	12
"1287"	"hawaii"	"1888"	NA
"1288"	"idaho"	"1888"	NA
"1289"	"illinois"	"1888"	22
"1290"	"indiana"	"1888"	15
"1291"	"iowa"	"1888"	13
"1292"	"kansas"	"1888"	9
"1293"	"kentucky"	"1888"	13
"1294"	"louisiana"	"1888"	8
"1295"	"maine"	"1888"	6
"1296"	"maryland"	"1888"	8
"1297"	"massachusetts"	"1888"	14
"1298"	"michigan"	"1888"	13
"1299"	"minnesota"	"1888"	7
"1300"	"mississippi"	"1888"	9
"1301"	"missouri"	"1888"	16
"1302"	"montana"	"1888"	NA
"1303"	"nebraska"	"1888"	5
"1304"	"nevada"	"1888"	3
"1305"	"new hampshire"	"1888"	4
"1306"	"new jersey"	"1888"	9
"1307"	"new mexico"	"1888"	NA
"1308"	"new york"	"1888"	36
"1309"	"north carolina"	"1888"	11
"1310"	"north dakota"	"1888"	NA
"1311"	"ohio"	"1888"	23
"1312"	"oklahoma"	"1888"	NA
"1313"	"oregon"	"1888"	3
"1314"	"pennsylvania"	"1888"	30
"1315"	"rhode island"	"1888"	4
"1316"	"south carolina"	"1888"	9
"1317"	"south dakota"	"1888"	NA
"1318"	"tennessee"	"1888"	12
"1319"	"texas"	"1888"	13
"1320"	"utah"	"1888"	NA
"1321"	"vermont"	"1888"	4
"1322"	"virginia"	"1888"	12
"1323"	"washington"	"1888"	NA
"1324"	"west virginia"	"1888"	6
"1325"	"wisconsin"	"1888"	11
"1326"	"wyoming"	"1888"	NA
"1327"	"alabama"	"1892"	11
"1328"	"alaska"	"1892"	NA
"1329"	"arizona"	"1892"	NA
"1330"	"arkansas"	"1892"	8
"1331"	"california"	"1892"	9
"1332"	"colorado"	"1892"	4
"1333"	"connecticut"	"1892"	6
"1334"	"district of columbia"	"1892"	NA
"1335"	"delaware"	"1892"	3
"1336"	"florida"	"1892"	4
"1337"	"georgia"	"1892"	13
"1338"	"hawaii"	"1892"	NA
"1339"	"idaho"	"1892"	3
"1340"	"illinois"	"1892"	24
"1341"	"indiana"	"1892"	15
"1342"	"iowa"	"1892"	13
"1343"	"kansas"	"1892"	10
"1344"	"kentucky"	"1892"	13
"1345"	"louisiana"	"1892"	8
"1346"	"maine"	"1892"	6
"1347"	"maryland"	"1892"	8
"1348"	"massachusetts"	"1892"	15
"1349"	"michigan"	"1892"	14
"1350"	"minnesota"	"1892"	9
"1351"	"mississippi"	"1892"	9
"1352"	"missouri"	"1892"	17
"1353"	"montana"	"1892"	3
"1354"	"nebraska"	"1892"	8
"1355"	"nevada"	"1892"	3
"1356"	"new hampshire"	"1892"	4
"1357"	"new jersey"	"1892"	10
"1358"	"new mexico"	"1892"	NA
"1359"	"new york"	"1892"	36
"1360"	"north carolina"	"1892"	11
"1361"	"north dakota"	"1892"	3
"1362"	"ohio"	"1892"	23
"1363"	"oklahoma"	"1892"	NA
"1364"	"oregon"	"1892"	4
"1365"	"pennsylvania"	"1892"	32
"1366"	"rhode island"	"1892"	4
"1367"	"south carolina"	"1892"	9
"1368"	"south dakota"	"1892"	4
"1369"	"tennessee"	"1892"	12
"1370"	"texas"	"1892"	15
"1371"	"utah"	"1892"	NA
"1372"	"vermont"	"1892"	4
"1373"	"virginia"	"1892"	12
"1374"	"washington"	"1892"	4
"1375"	"west virginia"	"1892"	6
"1376"	"wisconsin"	"1892"	12
"1377"	"wyoming"	"1892"	3
"1378"	"alabama"	"1896"	11
"1379"	"alaska"	"1896"	NA
"1380"	"arizona"	"1896"	NA
"1381"	"arkansas"	"1896"	8
"1382"	"california"	"1896"	9
"1383"	"colorado"	"1896"	4
"1384"	"connecticut"	"1896"	6
"1385"	"district of columbia"	"1896"	NA
"1386"	"delaware"	"1896"	3
"1387"	"florida"	"1896"	4
"1388"	"georgia"	"1896"	13
"1389"	"hawaii"	"1896"	NA
"1390"	"idaho"	"1896"	3
"1391"	"illinois"	"1896"	24
"1392"	"indiana"	"1896"	15
"1393"	"iowa"	"1896"	13
"1394"	"kansas"	"1896"	10
"1395"	"kentucky"	"1896"	13
"1396"	"louisiana"	"1896"	8
"1397"	"maine"	"1896"	6
"1398"	"maryland"	"1896"	8
"1399"	"massachusetts"	"1896"	15
"1400"	"michigan"	"1896"	14
"1401"	"minnesota"	"1896"	9
"1402"	"mississippi"	"1896"	9
"1403"	"missouri"	"1896"	17
"1404"	"montana"	"1896"	3
"1405"	"nebraska"	"1896"	8
"1406"	"nevada"	"1896"	3
"1407"	"new hampshire"	"1896"	4
"1408"	"new jersey"	"1896"	10
"1409"	"new mexico"	"1896"	NA
"1410"	"new york"	"1896"	36
"1411"	"north carolina"	"1896"	11
"1412"	"north dakota"	"1896"	3
"1413"	"ohio"	"1896"	23
"1414"	"oklahoma"	"1896"	NA
"1415"	"oregon"	"1896"	4
"1416"	"pennsylvania"	"1896"	32
"1417"	"rhode island"	"1896"	4
"1418"	"south carolina"	"1896"	9
"1419"	"south dakota"	"1896"	4
"1420"	"tennessee"	"1896"	12
"1421"	"texas"	"1896"	15
"1422"	"utah"	"1896"	3
"1423"	"vermont"	"1896"	4
"1424"	"virginia"	"1896"	12
"1425"	"washington"	"1896"	4
"1426"	"west virginia"	"1896"	6
"1427"	"wisconsin"	"1896"	12
"1428"	"wyoming"	"1896"	3
"1429"	"alabama"	"1900"	11
"1430"	"alaska"	"1900"	NA
"1431"	"arizona"	"1900"	NA
"1432"	"arkansas"	"1900"	8
"1433"	"california"	"1900"	9
"1434"	"colorado"	"1900"	4
"1435"	"connecticut"	"1900"	6
"1436"	"district of columbia"	"1900"	NA
"1437"	"delaware"	"1900"	3
"1438"	"florida"	"1900"	4
"1439"	"georgia"	"1900"	13
"1440"	"hawaii"	"1900"	NA
"1441"	"idaho"	"1900"	3
"1442"	"illinois"	"1900"	24
"1443"	"indiana"	"1900"	15
"1444"	"iowa"	"1900"	13
"1445"	"kansas"	"1900"	10
"1446"	"kentucky"	"1900"	13
"1447"	"louisiana"	"1900"	8
"1448"	"maine"	"1900"	6
"1449"	"maryland"	"1900"	8
"1450"	"massachusetts"	"1900"	15
"1451"	"michigan"	"1900"	14
"1452"	"minnesota"	"1900"	9
"1453"	"mississippi"	"1900"	9
"1454"	"missouri"	"1900"	17
"1455"	"montana"	"1900"	3
"1456"	"nebraska"	"1900"	8
"1457"	"nevada"	"1900"	3
"1458"	"new hampshire"	"1900"	4
"1459"	"new jersey"	"1900"	10
"1460"	"new mexico"	"1900"	NA
"1461"	"new york"	"1900"	36
"1462"	"north carolina"	"1900"	11
"1463"	"north dakota"	"1900"	3
"1464"	"ohio"	"1900"	23
"1465"	"oklahoma"	"1900"	NA
"1466"	"oregon"	"1900"	4
"1467"	"pennsylvania"	"1900"	32
"1468"	"rhode island"	"1900"	4
"1469"	"south carolina"	"1900"	9
"1470"	"south dakota"	"1900"	4
"1471"	"tennessee"	"1900"	12
"1472"	"texas"	"1900"	15
"1473"	"utah"	"1900"	3
"1474"	"vermont"	"1900"	4
"1475"	"virginia"	"1900"	12
"1476"	"washington"	"1900"	4
"1477"	"west virginia"	"1900"	6
"1478"	"wisconsin"	"1900"	12
"1479"	"wyoming"	"1900"	3
"1480"	"alabama"	"1904"	11
"1481"	"alaska"	"1904"	NA
"1482"	"arizona"	"1904"	NA
"1483"	"arkansas"	"1904"	9
"1484"	"california"	"1904"	10
"1485"	"colorado"	"1904"	5
"1486"	"connecticut"	"1904"	7
"1487"	"district of columbia"	"1904"	NA
"1488"	"delaware"	"1904"	3
"1489"	"florida"	"1904"	5
"1490"	"georgia"	"1904"	13
"1491"	"hawaii"	"1904"	NA
"1492"	"idaho"	"1904"	3
"1493"	"illinois"	"1904"	27
"1494"	"indiana"	"1904"	15
"1495"	"iowa"	"1904"	13
"1496"	"kansas"	"1904"	10
"1497"	"kentucky"	"1904"	13
"1498"	"louisiana"	"1904"	9
"1499"	"maine"	"1904"	6
"1500"	"maryland"	"1904"	8
"1501"	"massachusetts"	"1904"	16
"1502"	"michigan"	"1904"	14
"1503"	"minnesota"	"1904"	11
"1504"	"mississippi"	"1904"	10
"1505"	"missouri"	"1904"	18
"1506"	"montana"	"1904"	3
"1507"	"nebraska"	"1904"	8
"1508"	"nevada"	"1904"	3
"1509"	"new hampshire"	"1904"	4
"1510"	"new jersey"	"1904"	12
"1511"	"new mexico"	"1904"	NA
"1512"	"new york"	"1904"	39
"1513"	"north carolina"	"1904"	12
"1514"	"north dakota"	"1904"	4
"1515"	"ohio"	"1904"	23
"1516"	"oklahoma"	"1904"	NA
"1517"	"oregon"	"1904"	4
"1518"	"pennsylvania"	"1904"	34
"1519"	"rhode island"	"1904"	4
"1520"	"south carolina"	"1904"	9
"1521"	"south dakota"	"1904"	4
"1522"	"tennessee"	"1904"	12
"1523"	"texas"	"1904"	18
"1524"	"utah"	"1904"	3
"1525"	"vermont"	"1904"	4
"1526"	"virginia"	"1904"	12
"1527"	"washington"	"1904"	5
"1528"	"west virginia"	"1904"	7
"1529"	"wisconsin"	"1904"	13
"1530"	"wyoming"	"1904"	3
"1531"	"alabama"	"1908"	11
"1532"	"alaska"	"1908"	NA
"1533"	"arizona"	"1908"	NA
"1534"	"arkansas"	"1908"	9
