"year"	"state"	"total_votes"	"votes_incumbent"	"perc_votes_incumbent"	"votes_challenger"	"perc_votes_challenger"	"incumbent"	"incumbent_party"	"challenger"	"challenger_party"	"winner"
"224"	"1992"	"maine"	679499	206504	30.4	263420	38.8	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"225"	"1992"	"maryland"	1985046	707094	35.6	988571	49.8	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"226"	"1992"	"massachusetts"	2773700	805049	29	1318662	47.5	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"227"	"1992"	"michigan"	4274673	1554940	36.4	1871182	43.8	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"228"	"1992"	"minnesota"	2347948	747841	31.9	1020997	43.5	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"229"	"1992"	"mississippi"	981793	487793	49.7	400258	40.8	"bush"	"republican"	"clinton"	"democrat"	"republican"
"230"	"1992"	"missouri"	2391565	811159	33.9	1053873	44.1	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"231"	"1992"	"montana"	410611	144207	35.1	154507	37.6	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"232"	"1992"	"nebraska"	737546	343678	46.6	216864	29.4	"bush"	"republican"	"clinton"	"democrat"	"republican"
"233"	"1992"	"nevada"	506318	175828	34.7	189148	37.4	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"234"	"1992"	"new hampshire"	537943	202484	37.6	209040	38.9	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"235"	"1992"	"new jersey"	3343594	1356865	40.6	1436206	43	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"236"	"1992"	"new mexico"	569986	212824	37.3	261617	45.9	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"237"	"1992"	"new york"	6926925	2346649	33.9	3444450	49.7	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"238"	"1992"	"north carolina"	2611850	1134661	43.4	1114042	42.7	"bush"	"republican"	"clinton"	"democrat"	"republican"
"239"	"1992"	"north dakota"	308133	136244	44.2	99168	32.2	"bush"	"republican"	"clinton"	"democrat"	"republican"
"240"	"1992"	"ohio"	4939967	1894310	38.3	1984942	40.2	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"241"	"1992"	"oklahoma"	1390359	592929	42.6	473066	34	"bush"	"republican"	"clinton"	"democrat"	"republican"
"242"	"1992"	"oregon"	1462643	475757	32.5	621314	42.5	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"243"	"1992"	"pennsylvania"	4959810	1791841	36.1	2239164	45.1	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"244"	"1992"	"rhode island"	453477	131601	29	213299	47	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"245"	"1992"	"south carolina"	1202527	577507	48	479514	39.9	"bush"	"republican"	"clinton"	"democrat"	"republican"
"246"	"1992"	"south dakota"	336254	136718	40.7	124888	37.1	"bush"	"republican"	"clinton"	"democrat"	"republican"
"247"	"1992"	"tennessee"	1982638	841300	42.4	933521	47.1	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"248"	"1992"	"texas"	6154018	2496071	40.6	2281815	37.1	"bush"	"republican"	"clinton"	"democrat"	"republican"
"249"	"1992"	"utah"	743999	322632	43.4	183429	24.7	"bush"	"republican"	"clinton"	"democrat"	"republican"
"250"	"1992"	"vermont"	289701	88122	30.4	133592	46.1	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"251"	"1992"	"virginia"	2558665	1150517	45	1038650	40.6	"bush"	"republican"	"clinton"	"democrat"	"republican"
"252"	"1992"	"washington"	2288230	731234	32	993037	43.4	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"253"	"1992"	"west virginia"	683762	241974	35.4	331001	48.4	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"254"	"1992"	"wisconsin"	2531114	930855	36.8	1041066	41.1	"bush"	"republican"	"clinton"	"democrat"	"demorat"
"255"	"1992"	"wyoming"	200598	79347	39.6	68160	34	"bush"	"republican"	"clinton"	"democrat"	"republican"
"256"	"1996"	"alabama"	1534349	662165	43.2	769044	50.1	"clinton"	"democrat"	"dole"	"republican"	"republican"
"257"	"1996"	"alaska"	241620	80380	33.3	122746	50.8	"clinton"	"democrat"	"dole"	"republican"	"republican"
"258"	"1996"	"arizona"	1404405	653288	46.5	622073	44.3	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"259"	"1996"	"arkansas"	884262	475171	53.7	325416	36.8	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"260"	"1996"	"california"	10019484	5119835	51.1	3828380	38.2	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"261"	"1996"	"colorado"	1510704	671152	44.4	691848	45.8	"clinton"	"democrat"	"dole"	"republican"	"republican"
"262"	"1996"	"connecticut"	1392614	735740	52.8	483109	34.7	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"263"	"1996"	"delaware"	270845	140355	51.8	99062	36.6	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"264"	"1996"	"dist. of col."	185726	158220	85.2	17339	9.3	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"265"	"1996"	"florida"	5303794	2546870	48	2244536	42.3	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"266"	"1996"	"georgia"	2299071	1053849	45.8	1080843	47	"clinton"	"democrat"	"dole"	"republican"	"republican"
"267"	"1996"	"hawaii"	360120	205012	56.9	113943	31.6	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"268"	"1996"	"idaho"	491719	165443	33.6	256595	52.2	"clinton"	"democrat"	"dole"	"republican"	"republican"
"269"	"1996"	"illinois"	4311391	2341744	54.3	1587021	36.8	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"270"	"1996"	"indiana"	2135431	887424	41.6	1006693	47.1	"clinton"	"democrat"	"dole"	"republican"	"republican"
"271"	"1996"	"iowa"	1234075	620258	50.3	492644	39.9	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"272"	"1996"	"kansas"	1074300	387659	36.1	583245	54.3	"clinton"	"democrat"	"dole"	"republican"	"republican"
"273"	"1996"	"kentucky"	1388708	636614	45.8	623283	44.9	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"274"	"1996"	"louisiana"	1783959	927837	52	712586	39.9	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"275"	"1996"	"maine"	605897	312788	51.6	186378	30.8	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"276"	"1996"	"maryland"	1780870	966207	54.3	681530	38.3	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"277"	"1996"	"massachusetts"	2556786	1571763	61.5	718107	28.1	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"278"	"1996"	"michigan"	3848844	1989653	51.7	1481212	38.5	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"279"	"1996"	"minnesota"	2192640	1120438	51.1	766476	35	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"280"	"1996"	"mississippi"	893857	394022	44.1	439838	49.2	"clinton"	"democrat"	"dole"	"republican"	"republican"
"281"	"1996"	"missouri"	2158065	1025935	47.5	890016	41.2	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"282"	"1996"	"montana"	407261	167922	41.3	179652	44.1	"clinton"	"democrat"	"dole"	"republican"	"republican"
"283"	"1996"	"nebraska"	677415	236761	35	363467	53.7	"clinton"	"democrat"	"dole"	"republican"	"republican"
"284"	"1996"	"nevada"	464279	203974	43.9	199244	42.9	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"285"	"1996"	"new hampshire"	499175	246214	49.3	196532	39.4	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"286"	"1996"	"new jersey"	3075807	1652329	53.7	1103078	35.9	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"287"	"1996"	"new mexico"	556074	273495	49.2	232751	41.9	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"288"	"1996"	"new york"	6316129	3756177	59.5	1933492	30.6	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"289"	"1996"	"north carolina"	2515807	1107849	44	1225938	48.7	"clinton"	"democrat"	"dole"	"republican"	"republican"
"290"	"1996"	"north dakota"	266411	106905	40.1	125050	46.9	"clinton"	"democrat"	"dole"	"republican"	"republican"
"291"	"1996"	"ohio"	4534434	2148222	47.4	1859883	41	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"292"	"1996"	"oklahoma"	1206713	488105	40.4	582315	48.3	"clinton"	"democrat"	"dole"	"republican"	"republican"
"293"	"1996"	"oregon"	1377760	649641	47.2	538152	39.1	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"294"	"1996"	"pennsylvania"	4506118	2215819	49.2	1801169	40	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"295"	"1996"	"rhode island"	390284	233050	59.7	104683	26.8	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"296"	"1996"	"south carolina"	1151689	506283	44	573458	49.8	"clinton"	"democrat"	"dole"	"republican"	"republican"
"297"	"1996"	"south dakota"	323826	139333	43	150543	46.5	"clinton"	"democrat"	"dole"	"republican"	"republican"
"298"	"1996"	"tennessee"	1894105	909146	48	863530	45.6	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"299"	"1996"	"texas"	5611644	2459683	43.8	2736167	48.8	"clinton"	"democrat"	"dole"	"republican"	"republican"
"300"	"1996"	"utah"	665629	221633	33.3	361911	54.4	"clinton"	"democrat"	"dole"	"republican"	"republican"
"301"	"1996"	"vermont"	258449	137894	53.4	80352	31.1	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"302"	"1996"	"virginia"	2416642	1091060	45.1	1138350	47.1	"clinton"	"democrat"	"dole"	"republican"	"republican"
"303"	"1996"	"washington"	2253837	1123323	49.8	840712	37.3	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"304"	"1996"	"west virginia"	636459	327812	51.5	233946	36.8	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"305"	"1996"	"wisconsin"	2196169	1071971	48.8	845029	38.5	"clinton"	"democrat"	"dole"	"republican"	"democrat"
"306"	"1996"	"wyoming"	211571	77934	36.8	105388	49.8	"clinton"	"democrat"	"dole"	"republican"	"republican"
"307"	"2004"	"alabama"	1883449	1176394	62.5	693933	36.8	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"308"	"2004"	"alaska"	312598	190889	61.1	111025	35.5	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"309"	"2004"	"arizona"	2012585	1104294	54.9	893524	44.4	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"310"	"2004"	"arkansas"	1054945	572898	54.3	469953	44.5	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"311"	"2004"	"california"	12421852	5509826	44.4	6745485	54.3	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"312"	"2004"	"colorado"	2130330	1101255	51.7	1001732	47	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"313"	"2004"	"connecticut"	1578769	693826	43.9	857488	54.3	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"314"	"2004"	"delaware"	375190	171660	45.8	200152	53.3	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"315"	"2004"	"dist. of col."	227586	21256	9.3	202970	89.2	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"316"	"2004"	"florida"	7609810	3964522	52.1	3583544	47.1	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"317"	"2004"	"georgia"	3301875	1914254	58	1366149	41.4	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"318"	"2004"	"hawaii"	429013	194191	45.3	231708	54	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"319"	"2004"	"idaho"	598447	409235	68.4	181098	30.3	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"320"	"2004"	"illinois"	5274322	2345946	44.5	2891550	54.8	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"321"	"2004"	"indiana"	2468002	1479438	59.9	969011	39.3	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"322"	"2004"	"iowa"	1506908	751957	49.9	741898	49.2	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"323"	"2004"	"kansas"	1187756	736456	62	434993	36.6	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"324"	"2004"	"kentucky"	1795882	1069439	59.5	712733	39.7	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"325"	"2004"	"louisiana"	1943106	1102169	56.7	820299	42.2	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"326"	"2004"	"maine"	740752	330201	44.6	396842	53.6	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"327"	"2004"	"maryland"	2386678	1024703	42.9	1334493	55.9	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"328"	"2004"	"massachusetts"	2912388	1071109	36.8	1803800	61.9	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"329"	"2004"	"michigan"	4839252	2313746	47.8	2479183	51.2	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"330"	"2004"	"minnesota"	2828387	1346695	47.6	1445014	51.1	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"331"	"2004"	"mississippi"	1152145	684981	59.5	458094	39.8	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"332"	"2004"	"missouri"	2731364	1455713	53.3	1259171	46.1	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"333"	"2004"	"montana"	450445	266063	59.1	173710	38.6	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"334"	"2004"	"nebraska"	778186	512814	65.9	254328	32.7	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"335"	"2004"	"nevada"	829587	418690	50.5	397190	47.9	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"336"	"2004"	"new hampshire"	677738	331237	48.9	340511	50.2	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"337"	"2004"	"new jersey"	3611691	1670003	46.2	1911430	52.9	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"338"	"2004"	"new mexico"	756304	376930	49.8	370942	49	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"339"	"2004"	"new york"	7391036	2962567	40.1	4314280	58.4	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"340"	"2004"	"north carolina"	3501007	1961166	56	1525849	43.6	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"341"	"2004"	"north dakota"	312833	196651	62.9	111052	35.5	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"342"	"2004"	"ohio"	5627908	2859768	50.8	2741167	48.7	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"343"	"2004"	"oklahoma"	1463758	959792	65.6	503966	34.4	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"344"	"2004"	"oregon"	1836782	866831	47.2	943163	51.3	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"345"	"2004"	"pennsylvania"	5769590	2793847	48.4	2938095	50.9	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"346"	"2004"	"rhode island"	437134	169046	38.7	259765	59.4	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"347"	"2004"	"south carolina"	1617730	937974	58	661699	40.9	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"348"	"2004"	"south dakota"	388215	232584	59.9	149244	38.4	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"349"	"2004"	"tennessee"	2437319	1384375	56.8	1036477	42.5	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"350"	"2004"	"texas"	7410765	4526917	61.1	2832704	38.2	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"351"	"2004"	"utah"	927844	663742	71.5	241199	26	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"352"	"2004"	"vermont"	312309	121180	38.8	184067	58.9	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"353"	"2004"	"virginia"	3198367	1716959	53.7	1454742	45.5	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"354"	"2004"	"washington"	2859084	1304894	45.6	1510201	52.8	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"355"	"2004"	"west virginia"	755887	423778	56.1	326541	43.2	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"356"	"2004"	"wisconsin"	2997007	1478120	49.3	1489504	49.7	"bush_w"	"republican"	"kerry"	"democrat"	"demorat"
"357"	"2004"	"wyoming"	243428	167629	68.9	70776	29.1	"bush_w"	"republican"	"kerry"	"democrat"	"republican"
"358"	"2012"	"alabama"	2074338	795696	38.4	1255925	60.5	"obama"	"democrat"	"romney"	"republican"	"republican"
"359"	"2012"	"alaska"	300495	122640	40.8	164676	54.8	"obama"	"democrat"	"romney"	"republican"	"republican"
"360"	"2012"	"arizona"	2299254	1025232	44.6	1233654	53.7	"obama"	"democrat"	"romney"	"republican"	"republican"
"361"	"2012"	"arkansas"	1069468	394409	36.9	647744	60.6	"obama"	"democrat"	"romney"	"republican"	"republican"
"362"	"2012"	"california"	13038547	7854285	60.2	4839958	37.1	"obama"	"democrat"	"romney"	"republican"	"democrat"
"363"	"2012"	"colorado"	2569520	1323101	51.5	1185243	46.1	"obama"	"democrat"	"romney"	"republican"	"democrat"
"364"	"2012"	"connecticut"	1558960	905083	58.1	634892	40.7	"obama"	"democrat"	"romney"	"republican"	"democrat"
"365"	"2012"	"delaware"	413921	242584	58.6	165484	40	"obama"	"democrat"	"romney"	"republican"	"democrat"
"366"	"2012"	"dist. of col."	293764	267070	90.9	21381	7.3	"obama"	"democrat"	"romney"	"republican"	"democrat"
"367"	"2012"	"florida"	8474179	4237756	50	4163447	49.1	"obama"	"democrat"	"romney"	"republican"	"democrat"
"368"	"2012"	"georgia"	3900050	1773827	45.5	2078688	53.3	"obama"	"democrat"	"romney"	"republican"	"republican"
"369"	"2012"	"hawaii"	434697	306658	70.5	121015	27.8	"obama"	"democrat"	"romney"	"republican"	"democrat"
"370"	"2012"	"idaho"	652274	212787	32.6	420911	64.5	"obama"	"democrat"	"romney"	"republican"	"republican"
"371"	"2012"	"illinois"	5242014	3019512	57.6	2135216	40.7	"obama"	"democrat"	"romney"	"republican"	"democrat"
"372"	"2012"	"indiana"	2624534	1152887	43.9	1420543	54.1	"obama"	"democrat"	"romney"	"republican"	"republican"
"373"	"2012"	"iowa"	1582180	822544	52	730617	46.2	"obama"	"democrat"	"romney"	"republican"	"democrat"
"374"	"2012"	"kansas"	1159971	440726	38	692634	59.7	"obama"	"democrat"	"romney"	"republican"	"republican"
"375"	"2012"	"kentucky"	1797212	679370	37.8	1087190	60.5	"obama"	"democrat"	"romney"	"republican"	"republican"
"376"	"2012"	"louisiana"	1994065	809141	40.6	1152262	57.8	"obama"	"democrat"	"romney"	"republican"	"republican"
"377"	"2012"	"maine"	713180	401306	56.3	292276	41	"obama"	"democrat"	"romney"	"republican"	"democrat"
"378"	"2012"	"maryland"	2707327	1677844	62	971869	35.9	"obama"	"democrat"	"romney"	"republican"	"democrat"
"379"	"2012"	"massachusetts"	3167767	1921290	60.7	1188314	37.5	"obama"	"democrat"	"romney"	"republican"	"democrat"
"380"	"2012"	"michigan"	4730961	2564569	54.2	2115256	44.7	"obama"	"democrat"	"romney"	"republican"	"democrat"
"381"	"2012"	"minnesota"	2936561	1546167	52.7	1320225	45	"obama"	"democrat"	"romney"	"republican"	"democrat"
"382"	"2012"	"mississippi"	1285584	562949	43.8	710746	55.3	"obama"	"democrat"	"romney"	"republican"	"republican"
"383"	"2012"	"missouri"	2757323	1223796	44.4	1482440	53.8	"obama"	"democrat"	"romney"	"republican"	"republican"
"384"	"2012"	"montana"	484048	201839	41.7	267928	55.4	"obama"	"democrat"	"romney"	"republican"	"republican"
"385"	"2012"	"nebraska"	794379	302081	38	475064	59.8	"obama"	"democrat"	"romney"	"republican"	"republican"
"386"	"2012"	"nevada"	1014918	531373	52.4	463567	45.7	"obama"	"democrat"	"romney"	"republican"	"democrat"
"387"	"2012"	"new hampshire"	710972	369561	52	329918	46.5	"obama"	"democrat"	"romney"	"republican"	"democrat"
"388"	"2012"	"new jersey"	3638499	2122786	58.3	1478088	40.6	"obama"	"democrat"	"romney"	"republican"	"democrat"
"389"	"2012"	"new mexico"	783758	415335	53	335788	42.8	"obama"	"democrat"	"romney"	"republican"	"democrat"
"390"	"2012"	"new york"	7061925	4471871	63.4	2485432	35.2	"obama"	"democrat"	"romney"	"republican"	"democrat"
"391"	"2012"	"north carolina"	4505372	2178391	48.4	2270395	50.4	"obama"	"democrat"	"romney"	"republican"	"republican"
"392"	"2012"	"north dakota"	322932	124966	38.7	188320	58.3	"obama"	"democrat"	"romney"	"republican"	"republican"
"393"	"2012"	"ohio"	5580822	2827621	50.7	2661407	47.7	"obama"	"democrat"	"romney"	"republican"	"democrat"
"394"	"2012"	"oklahoma"	1334872	443547	33.2	891325	66.8	"obama"	"democrat"	"romney"	"republican"	"republican"
"395"	"2012"	"oregon"	1789270	970488	54.2	754175	42.1	"obama"	"democrat"	"romney"	"republican"	"democrat"
"396"	"2012"	"pennsylvania"	5753670	2990274	52.1	2680434	46.7	"obama"	"democrat"	"romney"	"republican"	"democrat"
"397"	"2012"	"rhode island"	446049	279677	62.7	157204	35.2	"obama"	"democrat"	"romney"	"republican"	"democrat"
"398"	"2012"	"south carolina"	1964118	865941	44.1	1071645	54.6	"obama"	"democrat"	"romney"	"republican"	"republican"
"399"	"2012"	"south dakota"	363815	145039	39.9	210610	57.9	"obama"	"democrat"	"romney"	"republican"	"republican"
"400"	"2012"	"tennessee"	2458577	960709	39.1	1462330	59.5	"obama"	"democrat"	"romney"	"republican"	"republican"
"401"	"2012"	"texas"	7993851	3308124	41.4	4569843	57.2	"obama"	"democrat"	"romney"	"republican"	"republican"
"402"	"2012"	"utah"	1017440	251813	24.7	740600	72.8	"obama"	"democrat"	"romney"	"republican"	"republican"
"403"	"2012"	"vermont"	299290	199239	66.6	92698	31	"obama"	"democrat"	"romney"	"republican"	"democrat"
"404"	"2012"	"virginia"	3854490	1971820	51.2	1822522	47.3	"obama"	"democrat"	"romney"	"republican"	"democrat"
"405"	"2012"	"washington"	3125516	1755396	56.2	1290670	41.3	"obama"	"democrat"	"romney"	"republican"	"democrat"
"406"	"2012"	"west virginia"	670438	238269	35.5	417655	62.3	"obama"	"democrat"	"romney"	"republican"	"republican"
"407"	"2012"	"wisconsin"	3071434	1620985	52.9	1410966	46	"obama"	"democrat"	"romney"	"republican"	"democrat"
"408"	"2012"	"wyoming"	249061	69286	27.8	170962	68.6	"obama"	"democrat"	"romney"	"republican"	"republican"
